sample_id_canonical	country_iso3	country_program_target	epoch_id	epoch_label	base_block_id	base_block_level	subblock_id	subblock_level	base_block_size	subblock_size	dominant_block_flag	bioproject_accession	study_accession	year	month	week_key	collection_date_raw	prn_interpretable	prn_disrupted	prn_event_id
SAMD00892041	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W04	base_block_plus_week_key	20	6	True	PRJDB20413	PRJDB20413	2025	1	2025-W04	2025-01-21	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892042	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W04	base_block_plus_week_key	20	6	True		PRJDB20413	2025	1	2025-W04	2025-01-25	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892043	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W04	base_block_plus_week_key	20	6	True		PRJDB20413	2025	1	2025-W04	2025-01-25	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892044	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20	4	True	PRJDB20413	PRJDB20413	2025	1	2025-W05	2025-01-28	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892045	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892046	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892047	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-07	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892048	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20	4	True		PRJDB20413	2025	1	2025-W05	2025-01-30	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892049	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-06	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892050	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20	4	True		PRJDB20413	2025	1	2025-W05	2025-01-28	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892051	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20	4	True		PRJDB20413	2025	1	2025-W05	2025-01-29	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892052	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3
SAMD00892053	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20	6	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3
SAMD01593369	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W37	base_block_plus_week_key	8	1	False	PRJDB35593	PRJDB35593	2024	9	2024-W37	2024-09-12	True	False	prn_evt_intact
SAMD01593370	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W38	base_block_plus_week_key	8	1	False	PRJDB35593	PRJDB35593	2024	9	2024-W38	2024-09-18	True	False	prn_evt_intact
SAMD01593371	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W46	base_block_plus_week_key	8	1	False		PRJDB35593	2024	11	2024-W46	2024-11-13	True	False	prn_evt_intact
SAMD01593372	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8	3	False		PRJDB35593	2024	12	2024-W50	2024-12-12	True	False	prn_evt_intact
SAMD01593373	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8	3	False		PRJDB35593	2024	12	2024-W50	2024-12-12	True	False	prn_evt_intact
SAMD01593374	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8	3	False	PRJDB35593	PRJDB35593	2024	12	2024-W50	2024-12-11	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMD01593375	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2025-W04	base_block_plus_week_key	8	1	False		PRJDB35593	2025	1	2025-W04	2025-01-21	True	False	prn_evt_intact
SAMD01593376	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2025-W03	base_block_plus_week_key	8	1	False	PRJDB35593	PRJDB35593	2025	1	2025-W03	2025-01-16	True	True	prn_evt_coding_disrupted_is481__is481__gap1043
SAMEA1062145	CZE				singleton:SAMEA1062145	sample_id_canonical_singleton	singleton:SAMEA1062145::month=65	base_block_plus_month	1	1	False			1954	65		1954-65	True	False	prn_evt_intact
SAMEA1062146	CZE				singleton:SAMEA1062146	sample_id_canonical_singleton	singleton:SAMEA1062146::month=65	base_block_plus_month	1	1	False			1954	65		1954-65	True	False	prn_evt_intact
SAMEA1062147	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3	3	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact
SAMEA1062148	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3	3	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact
SAMEA1062149	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3	3	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact
SAMEA117615782	FRA	fra_ap_mixed			PRJEB85093	bioproject_accession	PRJEB85093::year=2024	base_block_plus_year	2	2	False	PRJEB85093		2024			2024	True	False	prn_evt_intact
SAMEA117615783	FRA	fra_ap_mixed			PRJEB85093	bioproject_accession	PRJEB85093::year=2024	base_block_plus_year	2	2	False	PRJEB85093		2024			2024	True	False	prn_evt_intact
SAMEA117615784	FRA	fra_ap_mixed			singleton:SAMEA117615784	sample_id_canonical_singleton	singleton:SAMEA117615784::year=2024	base_block_plus_year	1	1	False			2024			2024	True	False	prn_evt_intact
SAMEA117615785	FRA	fra_ap_mixed			singleton:SAMEA117615785	sample_id_canonical_singleton	singleton:SAMEA117615785::year=2024	base_block_plus_year	1	1	False			2024			2024	True	False	prn_evt_intact
SAMEA117615786	FRA	fra_ap_mixed			singleton:SAMEA117615786	sample_id_canonical_singleton	singleton:SAMEA117615786::year=2024	base_block_plus_year	1	1	False			2024			2024	True	False	prn_evt_intact
SAMEA117660713					PRJEB85433	bioproject_accession	PRJEB85433	base_block_only	1	1	False	PRJEB85433	PRJEB85433				not provided	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1705933					singleton:SAMEA1705933	sample_id_canonical_singleton	singleton:SAMEA1705933	base_block_only	1	1	False							True	False	prn_evt_intact
SAMEA1931276	TWN				PRJEB2274	bioproject_accession	PRJEB2274::year=1992	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1992			1992	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931344	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1950	base_block_plus_year	270	3	True	PRJEB2274	PRJEB2274	1950			1950	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931345	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270	10	False		PRJEB2274	2005			2005	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931346	AUS	aus_ap_with_prn	aus_ap_with_prn	All-dose acellular era with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270	15	True	PRJEB2274	PRJEB2274	2002			2002	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931347	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270	20	True	PRJEB2274	PRJEB2274	2004			2004	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931348	POL				PRJEB2274	bioproject_accession	PRJEB2274::year=1963	base_block_plus_year	270	1	False	PRJEB2274	PRJEB2274	1963			1963	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931350	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1965	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1965			1965	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931351	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2000	base_block_plus_year	270	19	True	PRJEB2274	PRJEB2274	2000			2000	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931352	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931450	USA	usa_wp_only	usa_wp_only	Whole-cell routine vaccination era	PRJEB2274	bioproject_accession	PRJEB2274::year=1993	base_block_plus_year	270	4	True	PRJEB2274	PRJEB2274	1993			1993	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931507	AUS	aus_wp_only	aus_wp_only	Whole-cell era	PRJEB2274	bioproject_accession	PRJEB2274::year=1978	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1978			1978	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931536	CHN	chn_wp_only			PRJEB2274	bioproject_accession	PRJEB2274::year=1957	base_block_plus_year	270	2	False	PRJEB2274	PRJEB2274	1957			1957	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931537	USA	usa_wp_only	usa_wp_only	Whole-cell routine vaccination era	PRJEB2274	bioproject_accession	PRJEB2274::year=1986	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1986			1986	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931573	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2003	base_block_plus_year	270	13	False		PRJEB2274	2003			2003	True	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931718	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1950	base_block_plus_year	270	3	True	PRJEB2274	PRJEB2274	1950			1950	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931720	RUS				PRJEB2274	bioproject_accession	PRJEB2274::year=2001	base_block_plus_year	270	18	True	PRJEB2274	PRJEB2274	2001			2001	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931721	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931747	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1988	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1988			1988	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931748	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931798	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2001	base_block_plus_year	270	18	True	PRJEB2274	PRJEB2274	2001			2001	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931799	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270	10	False		PRJEB2274	2005			2005	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931800	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2003	base_block_plus_year	270	13	False		PRJEB2274	2003			2003	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA1931801	AUS	aus_transition_mixed	aus_transition_mixed	Booster-only acellular transition period	PRJEB2274	bioproject_accession	PRJEB2274::year=1998	base_block_plus_year	270	11	True	PRJEB2274	PRJEB2274	1998			1998	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931802	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270	15	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931804	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931806	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931867	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1977	base_block_plus_year	270	8	True	PRJEB2274	PRJEB2274	1977			1977	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931868	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931870	RUS				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270	15	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1931871	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1932947	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270	20	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3
SAMEA1933004	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1949	base_block_plus_year	270	2	True	PRJEB2274	PRJEB2274	1949			1949	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1933007	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1933033	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1933040	POL				PRJEB2274	bioproject_accession	PRJEB2274::year=1968	base_block_plus_year	270	2	False	PRJEB2274	PRJEB2274	1968			1968	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1970817	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1986110	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270	20	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3
SAMEA1986111	ARG				PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270	10	True	PRJEB2274	PRJEB2274	2005			2005	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA1986112	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015291	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1999	base_block_plus_year	270	14	True	PRJEB2274	PRJEB2274	1999			1999	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015292	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270	20	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015293	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2006	base_block_plus_year	270	11	True	PRJEB2274	PRJEB2274	2006			2006	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015294	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270	15	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015295	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270	15	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2015299	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2000	base_block_plus_year	270	19	True	PRJEB2274	PRJEB2274	2000			2000	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2031986	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270	12	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2035349	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1982	base_block_plus_year	270	5	True	PRJEB2274	PRJEB2274	1982			1982	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA2272749					singleton:SAMEA2272749	sample_id_canonical_singleton	singleton:SAMEA2272749	base_block_only	1	1	False							True	False	prn_evt_intact
SAMEA3178014	GBR	gbr_wp_only			PRJEB6403	bioproject_accession	PRJEB6403::year=1964	base_block_plus_year	10	1	False	PRJEB6403	PRJEB6403	1964			1964	True	False	prn_evt_intact
SAMEA3178015					PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10	4	False	PRJEB6403	PRJEB6403					True	False	prn_evt_intact
SAMEA3354379					PRJEB9143	bioproject_accession	PRJEB9143	base_block_only	1	1	False	PRJEB9143	PRJEB9132					True	False	prn_evt_intact
SAMEA3643328	GBR	gbr_ap_prn_positive			PRJEB6403	bioproject_accession	PRJEB6403::year=2012	base_block_plus_year	10	3	False	PRJEB6403	PRJEB6403	2012			2012	True	False	prn_evt_intact
SAMEA3672884	GBR	gbr_ap_prn_positive			PRJEB6403	bioproject_accession	PRJEB6403::year=2012	base_block_plus_year	10	3	False	PRJEB6403	PRJEB6403	2012			2012	True	False	prn_evt_intact
SAMEA3871515					PRJEB12734	bioproject_accession	PRJEB12734	base_block_only	1	1	False	PRJEB12734	PRJEB12734					False	False	prn_evt_insufficient__not_available_current_step3
SAMEA3905388					PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10	4	False		PRJEB6403					True	False	prn_evt_intact
SAMEA3923583	GBR	gbr_wp_only			PRJEB6403	bioproject_accession	PRJEB6403::year=1950	base_block_plus_year	10	1	False	PRJEB6403	PRJEB6403	1950			1950	True	False	prn_evt_intact
SAMEA3923584	DNK				PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10	4	False	PRJEB6403	PRJEB6403				1952/1973	True	False	prn_evt_intact
SAMEA3923585	DNK				PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10	4	False	PRJEB6403	PRJEB6403				1900/1952	True	False	prn_evt_intact
SAMEA3923586	GBR	gbr_wp_only			PRJEB6403	bioproject_accession	PRJEB6403::year=1967	base_block_plus_year	10	1	False	PRJEB6403	PRJEB6403	1967			1967	True	False	prn_evt_intact
SAMEA3936801	GBR	gbr_ap_prn_positive			PRJEB6403	bioproject_accession	PRJEB6403::year=2012	base_block_plus_year	10	3	False	PRJEB6403	PRJEB6403	2012			2012	True	False	prn_evt_intact
SAMEA4693567	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2014	base_block_plus_year	8	2	True	PRJEB26966		2014			2014	True	False	prn_evt_intact
SAMEA4693568	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2014	base_block_plus_year	8	2	True	PRJEB26966		2014			2014	True	False	prn_evt_intact
SAMEA4693569	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2008	base_block_plus_year	8	2	True	PRJEB26966		2008			2008	True	False	prn_evt_intact
SAMEA4693570	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2008	base_block_plus_year	8	2	True	PRJEB26966		2008			2008	True	False	prn_evt_intact
SAMEA4693571	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2015	base_block_plus_year	8	1	True	PRJEB26966		2015			2015	True	False	prn_evt_intact
SAMEA4693572	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2012	base_block_plus_year	8	3	True	PRJEB26966		2012			2012	True	False	prn_evt_intact
SAMEA4693573	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2012	base_block_plus_year	8	3	True	PRJEB26966		2012			2012	True	False	prn_evt_intact
SAMEA4693574	CZE	cze_ap_prn_positive			PRJEB26966	bioproject_accession	PRJEB26966::year=2012	base_block_plus_year	8	3	True	PRJEB26966		2012			2012	True	False	prn_evt_intact
SAMEA4693575	CZE	cze_ap_prn_positive			singleton:SAMEA4693575	sample_id_canonical_singleton	singleton:SAMEA4693575::year=2012	base_block_plus_year	1	1	False			2012			2012	True	False	prn_evt_intact
SAMEA4700352	FRA	fra_ap_mixed			PRJEB27048	bioproject_accession	PRJEB27048::year=2014	base_block_plus_year	1	1	False	PRJEB27048		2014			2014	True	False	prn_evt_intact
SAMEA751125	ARG				PRJEB2274	bioproject_accession	PRJEB2274::year=2000	base_block_plus_year	270	19	True	PRJEB2274	PRJEB2274	2000			2000	False	False	prn_evt_insufficient__not_available_current_step3
SAMEA751126	JPN	jpn_pre2012_mixed_ap	jpn_pre2012_mixed_ap	Historical acellular era with mixed PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2007	base_block_plus_year	270	11	True	PRJEB2274	PRJEB2274	2007			2007	True	True	prn_evt_insufficient__not_available_current_step3
SAMEA751127	JPN	jpn_pre2012_mixed_ap	jpn_pre2012_mixed_ap	Historical acellular era with mixed PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2006	base_block_plus_year	270	11	True	PRJEB2274	PRJEB2274	2006			2006	True	False	prn_evt_insufficient__not_available_current_step3
