row_type	comparison_id	country_iso3	country_name	previous_epoch_id	next_epoch_id	previous_epoch_label	next_epoch_label	dropped_block_id	dropped_block_level	dropped_block_size_combined	dropped_block_is_dominant_previous_epoch	dropped_block_is_dominant_next_epoch	dropped_block_is_dominant_any	previous_n_total_samples	previous_n_interpretable	previous_n_disrupted	previous_naive_prevalence	previous_block_equalized_prevalence	previous_n_total_blocks	previous_n_interpretable_blocks	previous_n_subblocks	next_n_total_samples	next_n_interpretable	next_n_disrupted	next_naive_prevalence	next_block_equalized_prevalence	next_n_total_blocks	next_n_interpretable_blocks	next_n_subblocks	delta_naive_prevalence	delta_block_equalized_prevalence	delta_naive_sign	delta_block_equalized_sign	direction_matches_observed_naive	direction_matches_observed_block_equalized
leave_one_out	JPN:jpn_pre2012_mixed_ap->jpn_ap_without_prn	JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	Historical acellular era with mixed PRN exposure	Post-switch acellular era without PRN	PRJDB20292	study_accession	2.0	False	False	False	30	23	5	0.21739130434782608	0.20833333333333334	3	3	27	50	28	2	0.07142857142857142	0.0625	5	4	20	-0.14596273291925466	-0.14583333333333334	decrease	decrease	True	True
leave_one_out	JPN:jpn_pre2012_mixed_ap->jpn_ap_without_prn	JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	Historical acellular era with mixed PRN exposure	Post-switch acellular era without PRN	PRJDB34249	study_accession	2.0	False	False	False	30	23	5	0.21739130434782608	0.20833333333333334	3	3	27	50	26	2	0.07692307692307693	0.08333333333333333	5	3	20	-0.14046822742474915	-0.125	decrease	decrease	True	True
observed	JPN:jpn_pre2012_mixed_ap->jpn_ap_without_prn	JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	Historical acellular era with mixed PRN exposure	Post-switch acellular era without PRN				False	False	False	30	23	5	0.21739130434782608	0.20833333333333334	3	3	27	52	28	2	0.07142857142857142	0.0625	6	4	21	-0.14596273291925466	-0.14583333333333334	decrease	decrease	True	True
leave_one_out	NZL:nzl_wp_only->nzl_ap_with_prn	NZL	New Zealand	nzl_wp_only	nzl_ap_with_prn	Long whole-cell schedule era	Acellular schedule era with PRN-containing products	PRJNA556977	bioproject_accession	63.0	True	True	True	0	0	0			0	0	0	0	0	0			0	0	0			non_estimable	non_estimable	False	False
observed	NZL:nzl_wp_only->nzl_ap_with_prn	NZL	New Zealand	nzl_wp_only	nzl_ap_with_prn	Long whole-cell schedule era	Acellular schedule era with PRN-containing products				False	False	False	12	12	0	0.0	0.0	1	1	12	51	51	23	0.45098039215686275	0.45098039215686275	1	1	19	0.45098039215686275	0.45098039215686275	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA279196	bioproject_accession	854.0	False	True	True	14	12	6	0.5	0.16666666666666666	4	4	11	74	71	26	0.36619718309859156	0.3263736263736264	24	24	35	-0.13380281690140844	0.15970695970695972	decrease	increase	False	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA266616	bioproject_accession	35.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	884	861	513	0.5958188153310104	0.33614996114996115	24	24	50	0.31010452961672474	0.20281662781662782	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	27.0	True	False	True	12	12	0	0.0	0.0	4	4	10	903	883	520	0.5889014722536806	0.3323953823953824	24	24	50	0.5889014722536806	0.3323953823953824	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA1215303	bioproject_accession	2.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	917	894	526	0.5883668903803132	0.35162615162615163	24	24	54	0.3026526046660275	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA231221	bioproject_accession	1.0	False	False	False	22	20	6	0.3	0.16666666666666666	4	4	17	919	896	526	0.5870535714285714	0.3375611055611056	25	25	56	0.2870535714285714	0.17089443889443892	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA237095	bioproject_accession	1.0	False	False	False	22	20	6	0.3	0.16666666666666666	4	4	17	919	896	526	0.5870535714285714	0.3375611055611056	25	25	56	0.2870535714285714	0.17089443889443892	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	PRJNA998821	bioproject_accession	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN02470082	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867627	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867628	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867629	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867630	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867631	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867632	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867633	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867634	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867635	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867636	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867637	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04867638	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN04994865	sample_id_canonical_singleton	1.0	False	False	False	22	20	6	0.3	0.16666666666666666	4	4	17	919	896	526	0.5870535714285714	0.3375611055611056	25	25	56	0.2870535714285714	0.17089443889443892	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN05948795	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN08136983	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN08136984	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN08395646	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN10176220	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN12523731	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	526	0.587709497206704	0.35162615162615163	24	24	55	0.30199521149241826	0.2182928182928183	increase	increase	True	True
leave_one_out	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure	singleton:SAMN18620756	sample_id_canonical_singleton	1.0	False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	918	895	525	0.5865921787709497	0.30995948495948494	24	24	55	0.300877893056664	0.1766261516261516	increase	increase	True	True
observed	USA:usa_wp_only->usa_ap_prn_background	USA	United States	usa_wp_only	usa_ap_prn_background	Whole-cell routine vaccination era	Sustained acellular background with PRN exposure				False	False	False	23	21	6	0.2857142857142857	0.13333333333333333	5	5	18	919	896	526	0.5870535714285714	0.3375611055611056	25	25	56	0.3013392857142857	0.20422777222777225	increase	increase	True	True
