country_iso3	country_name	analysis_role	country_tier	year	reported_cases	dtp3_coverage	booster_coverage	vaccine_program_type	acellular_vs_whole_cell	reporting_era_record_iso3	reporting_era_scope_type	reporting_era_match_type	reporting_era_confidence	pcr_lab_guideline_year	reporting_case_definition_change_year	surveillance_platform_change_year	post_pcr_lab_guideline_era	post_reporting_case_definition_change_era	post_surveillance_platform_change_era	primary_series_formulation	booster_formulation	prn_in_vaccine_curated	formulation_confidence	formulation_source_name	formulation_source_url	notes
CHN	China	high_risk_control	control	2010	1764.0	99.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Emerging Infectious Diseases review of China vaccine transition	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://wwwnc.cdc.gov/eid/article/16/11/pdfs/10-0401.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2011	2517.0	99.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Emerging Infectious Diseases review of China vaccine transition	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://wwwnc.cdc.gov/eid/article/16/11/pdfs/10-0401.pdf	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2012	2183.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2013	1712.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2014	3408.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2015	6658.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2016	5584.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2017	10390.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2018	22057.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2019	30027.0	99.0		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2020	4475.0	99.41		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2021	9611.0	99.39		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2022	38295.0	99.19		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	0.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2023	41124.0	96.7		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	1.0	1.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
CHN	China	high_risk_control	control	2024	476690.0	98.48		ap_introduced_routine_or_mixed	mixed_or_acellular	CHN	country	country_direct	high	2023.0	2004.0	2024.0	1.0	1.0	1.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	China CDC pertussis vaccine immunoprophylaxis page; Shenzhen Kangtai DTaP-Hib-IPV product page; recent China vaccine genomics and review papers	https://www.chinacdc.cn/jkyj/mygh02/jbzt/xjxcrb/brk/202409/t20240925_300993.html;https://en.biokangtai.com/Product_Details/10.html;https://pmc.ncbi.nlm.nih.gov/articles/PMC8371876/	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2000	3787.0	85.3				JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2001	3804.0	95.0		pre_ap_introduction_or_whole_cell	whole_cell_or_unknown	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2002	11740.0	96.5		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2003	1534.0	97.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2004	1534.0	100.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2005		98.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2006	1504.0	98.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2007		98.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2008	6753.0	98.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2009	5208.0	97.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2010	5406.0	97.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2011	4395.0	97.0		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	mixed_brand_heterogeneous	mixed_brand_heterogeneous	mixed	medium	Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion	https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2012	4087.0	102.7		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2013	1663.0	102.1		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2014	2066.0	102.9		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
JPN	Japan	primary_focal	main	2015	2675.0	96.2		ap_introduced_routine_or_mixed	mixed_or_acellular	JPN	country	country_direct	high	2018.0	2018.0	2018.0	0.0	0.0	0.0	ap_prn_negative	ap_prn_negative	no	high	National Institute of Public Health Japan report on pertussis-containing vaccine antigen composition; Japanese PRN-deficient surveillance study; CDC review of pertactin-deficient expansion; PMDA TRIBIK product information; PMDA GOBIK product information	https://mhlw-grants.niph.go.jp/system/files/report_pdf/202418035A-buntan3.pdf;https://wwwnc.cdc.gov/eid/article/23/4/16-1575_article;https://wwwnc.cdc.gov/eid/article/27/6/20-3850_article;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140BA3022_1?user=1;https://www.pmda.go.jp/PmdaSearch/rdDetail/iyaku/636140FG1020_1?user=1	post_covid_period_defined_as_year_ge_2024_for_country_year_resolution;amu_missing_country_level_data;booster_coverage_not_present_in_current_wuenic_export
