panel_id	tree_id	node_id	parent_node_id	node_type	tip_label	sample_id_canonical	country_iso3	country_name	year	year_band	prn_mechanism_call	observed_prn_state	inferred_prn_state	transition_from_parent	marker_23s_A2047G	mlst_st	phylo_lineage	clade_id	origin_id	n_descendant_tips	n_countries	dominant_prn_mechanism	origin_support_score	source_file	notes
tip_metadata	balanced_main_tree			tip	SAMEA751516	SAMEA751516	ARG	Argentina		unknown	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751508	SAMEA751508	AUS	Australia	1971	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751509	SAMEA751509	AUS	Australia	1971	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751513	SAMEA751513	AUS	Australia	1974	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751512	SAMEA751512	AUS	Australia	1977	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751511	SAMEA751511	AUS	Australia	1977	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1931507	SAMEA1931507	AUS	Australia	1978	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751499	SAMEA751499	AUS	Australia	1982	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751520	SAMEA751520	AUS	Australia	1989	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751479	SAMEA751479	AUS	Australia	1989	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751514	SAMEA751514	AUS	Australia	1989	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751521	SAMEA751521	AUS	Australia	1990	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751183	SAMEA751183	AUS	Australia	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751472	SAMEA751472	AUS	Australia	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751473	SAMEA751473	AUS	Australia	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751500	SAMEA751500	AUS	Australia	1996	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751510	SAMEA751510	AUS	Australia	1997	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751515	SAMEA751515	AUS	Australia	1997	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751470	SAMEA751470	AUS	Australia	1997	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751337	SAMEA751337	AUS	Australia	1998	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751502	SAMEA751502	AUS	Australia	1998	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1931801	SAMEA1931801	AUS	Australia	1998	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751475	SAMEA751475	AUS	Australia	2000	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751155	SAMEA751155	AUS	Australia	2000	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751405	SAMEA751405	AUS	Australia	2000	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751474	SAMEA751474	AUS	Australia	2002	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751506	SAMEA751506	AUS	Australia	2002	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1931346	SAMEA1931346	AUS	Australia	2002	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751477	SAMEA751477	AUS	Australia	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751476	SAMEA751476	AUS	Australia	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751471	SAMEA751471	AUS	Australia	2006	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751459	SAMEA751459	AUS	Australia	2007	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751480	SAMEA751480	AUS	Australia	2007	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN18200432	SAMN18200432	AUS	Australia	2008	2000_2009	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN18200430	SAMN18200430	AUS	Australia	2011	2010_2019	coding_disrupted_inversion_or_rearrangement	disrupted			other_base_T	83								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN07235949	SAMN07235949	AUS	Australia	2014	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN18200431	SAMN18200431	AUS	Australia	2015	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN44480251	SAMN44480251	AUS	Australia	2024	2020_plus	coding_disrupted_is481	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN44480252	SAMN44480252	AUS	Australia	2024	2020_plus	coding_disrupted_is481	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751507	SAMEA751507	AUS	Australia		unknown	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751167	SAMEA751167	AUS	Australia		unknown	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN05776224	SAMN05776224	BRA	Brazil	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN05782317	SAMN05782317	BRA	Brazil	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN05784484	SAMN05784484	BRA	Brazil	2008	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN02940632	SAMN02940632	BRA	Brazil	2011	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN05783037	SAMN05783037	BRA	Brazil	2013	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN48396317	SAMN48396317	BRA	Brazil	2024	2020_plus	coding_disrupted_inversion_or_rearrangement	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN48396312	SAMN48396312	BRA	Brazil	2024	2020_plus	coding_disrupted_inversion_or_rearrangement	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN48396315	SAMN48396315	BRA	Brazil	2024	2020_plus	coding_disrupted_is481	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751154	SAMEA751154	CAN	Canada	1994	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751222	SAMEA751222	CAN	Canada	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751209	SAMEA751209	CAN	Canada	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751218	SAMEA751218	CAN	Canada	1995	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751214	SAMEA751214	CAN	Canada	2000	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751461	SAMEA751461	CAN	Canada	2001	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751196	SAMEA751196	CAN	Canada	2001	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751203	SAMEA751203	CAN	Canada	2001	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751433	SAMEA751433	CAN	Canada	2002	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751185	SAMEA751185	CAN	Canada	2002	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751429	SAMEA751429	CAN	Canada	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751146	SAMEA751146	CAN	Canada	2004	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751428	SAMEA751428	CAN	Canada	2005	2000_2009	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN03249373	SAMN03249373	CHN	China	1951	pre2000	intact	intact			other_base_T	1								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN22851881	SAMN22851881	CHN	China	1951	pre2000	intact	intact			other_base_T	1								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1931536	SAMEA1931536	CHN	China	1957	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA751175	SAMEA751175	CHN	China	1957	pre2000	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN11295233	SAMN11295233	CHN	China	2014	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN33268689	SAMN33268689	CHN	China	2016	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN33268690	SAMN33268690	CHN	China	2016	2010_2019	insufficient_data	insufficient_data			missing_fasta	-								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN08281077	SAMN08281077	CHN	China	2017	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN09941175	SAMN09941175	CHN	China	2018	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN17613197	SAMN17613197	CHN	China	2018	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN17613198	SAMN17613198	CHN	China	2018	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN41373949	SAMN41373949	CHN	China	2019	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN41373953	SAMN41373953	CHN	China	2019	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN41373954	SAMN41373954	CHN	China	2019	2010_2019	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN41373926	SAMN41373926	CHN	China	2020	2020_plus	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391099	SAMN42391099	CHN	China	2021	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391097	SAMN42391097	CHN	China	2021	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391110	SAMN42391110	CHN	China	2021	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391127	SAMN42391127	CHN	China	2022	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391123	SAMN42391123	CHN	China	2022	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391125	SAMN42391125	CHN	China	2022	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391138	SAMN42391138	CHN	China	2023	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391134	SAMN42391134	CHN	China	2023	2020_plus	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN42391143	SAMN42391143	CHN	China	2023	2020_plus	coding_disrupted_is481	disrupted			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN43024013	SAMN43024013	CHN	China	2024	2020_plus	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN43024014	SAMN43024014	CHN	China	2024	2020_plus	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMN43024012	SAMN43024012	CHN	China	2024	2020_plus	insufficient_data	insufficient_data												step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1062149	SAMEA1062149	CZE	Czechia	1954	pre2000	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1062148	SAMEA1062148	CZE	Czechia	1954	pre2000	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA1062147	SAMEA1062147	CZE	Czechia	1954	pre2000	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693569	SAMEA4693569	CZE	Czechia	2008	2000_2009	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693570	SAMEA4693570	CZE	Czechia	2008	2000_2009	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693573	SAMEA4693573	CZE	Czechia	2012	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693572	SAMEA4693572	CZE	Czechia	2012	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693574	SAMEA4693574	CZE	Czechia	2012	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693567	SAMEA4693567	CZE	Czechia	2014	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693568	SAMEA4693568	CZE	Czechia	2014	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
tip_metadata	balanced_main_tree			tip	SAMEA4693571	SAMEA4693571	CZE	Czechia	2015	2010_2019	intact	intact			other_base_T	2								step5_phylogeny_asr/outputs/bp_phylogeny_manifest_balanced.tsv	tree tip metadata for the main balanced phylogeny
