combo_id	min_interpretable_per_epoch	min_eligible_epochs	bound_width_policy	bound_width_max	confidence_policy	mechanism_anchor_required	package_level_anchor_required	country_iso3	country_name	country_mechanism_anchor	n_package_level_hard_anchors	n_eligible_epochs	stage1_epidemiologic_eligible	stage2_mechanistic_eligible	selection_state	included_in_stage1_under_combo	included_in_stage2_under_combo	prevalence_direction	final_interpretation_tier
4	6	2	wide	1.0	high_only	False	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
4	6	2	wide	1.0	high_only	False	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
4	6	2	wide	1.0	high_only	False	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
4	6	2	wide	1.0	high_only	False	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
4	6	2	wide	1.0	high_only	False	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
4	6	2	wide	1.0	high_only	False	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
4	6	2	wide	1.0	high_only	False	False	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
4	6	2	wide	1.0	high_only	False	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
4	6	2	wide	1.0	high_only	False	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
4	6	2	wide	1.0	high_only	False	False	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
5	6	2	wide	1.0	high_only	True	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
5	6	2	wide	1.0	high_only	True	False	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
5	6	2	wide	1.0	high_only	True	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
5	6	2	wide	1.0	high_only	True	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
5	6	2	wide	1.0	high_only	True	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
5	6	2	wide	1.0	high_only	True	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
5	6	2	wide	1.0	high_only	True	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
5	6	2	wide	1.0	high_only	True	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
5	6	2	wide	1.0	high_only	True	False	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
5	6	2	wide	1.0	high_only	True	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
5	6	2	wide	1.0	high_only	True	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
5	6	2	wide	1.0	high_only	True	False	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
6	6	2	wide	1.0	high_only	True	True	AUS	Australia	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	biologically interesting but uncertain
6	6	2	wide	1.0	high_only	True	True	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
6	6	2	wide	1.0	high_only	True	True	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
6	6	2	wide	1.0	high_only	True	True	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
6	6	2	wide	1.0	high_only	True	True	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
6	6	2	wide	1.0	high_only	True	True	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
6	6	2	wide	1.0	high_only	True	True	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
6	6	2	wide	1.0	high_only	True	True	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
6	6	2	wide	1.0	high_only	True	True	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
6	6	2	wide	1.0	high_only	True	True	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
6	6	2	wide	1.0	high_only	True	True	NZL	New Zealand	recurrent_architecture	0	2	True	False	stage1_only	True	False	upward	compatible but bounded
6	6	2	wide	1.0	high_only	True	True	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
7	6	2	medium	0.67	high_or_medium	False	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
7	6	2	medium	0.67	high_or_medium	False	False	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
7	6	2	medium	0.67	high_or_medium	False	False	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
7	6	2	medium	0.67	high_or_medium	False	False	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
7	6	2	medium	0.67	high_or_medium	False	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
7	6	2	medium	0.67	high_or_medium	False	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
7	6	2	medium	0.67	high_or_medium	False	False	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
7	6	2	medium	0.67	high_or_medium	False	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
7	6	2	medium	0.67	high_or_medium	False	False	JPN	Japan	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	compatible but bounded
7	6	2	medium	0.67	high_or_medium	False	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
7	6	2	medium	0.67	high_or_medium	False	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
7	6	2	medium	0.67	high_or_medium	False	False	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
8	6	2	medium	0.67	high_or_medium	True	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
8	6	2	medium	0.67	high_or_medium	True	False	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
8	6	2	medium	0.67	high_or_medium	True	False	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
8	6	2	medium	0.67	high_or_medium	True	False	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
8	6	2	medium	0.67	high_or_medium	True	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
8	6	2	medium	0.67	high_or_medium	True	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
8	6	2	medium	0.67	high_or_medium	True	False	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
8	6	2	medium	0.67	high_or_medium	True	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
8	6	2	medium	0.67	high_or_medium	True	False	JPN	Japan	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	compatible but bounded
8	6	2	medium	0.67	high_or_medium	True	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
8	6	2	medium	0.67	high_or_medium	True	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
8	6	2	medium	0.67	high_or_medium	True	False	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
9	6	2	medium	0.67	high_or_medium	True	True	AUS	Australia	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	biologically interesting but uncertain
9	6	2	medium	0.67	high_or_medium	True	True	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
9	6	2	medium	0.67	high_or_medium	True	True	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
9	6	2	medium	0.67	high_or_medium	True	True	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
9	6	2	medium	0.67	high_or_medium	True	True	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
9	6	2	medium	0.67	high_or_medium	True	True	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
9	6	2	medium	0.67	high_or_medium	True	True	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
9	6	2	medium	0.67	high_or_medium	True	True	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
9	6	2	medium	0.67	high_or_medium	True	True	JPN	Japan	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	compatible but bounded
9	6	2	medium	0.67	high_or_medium	True	True	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
9	6	2	medium	0.67	high_or_medium	True	True	NZL	New Zealand	recurrent_architecture	0	2	True	False	stage1_only	True	False	upward	compatible but bounded
9	6	2	medium	0.67	high_or_medium	True	True	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
10	6	2	medium	0.67	high_only	False	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
10	6	2	medium	0.67	high_only	False	False	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
10	6	2	medium	0.67	high_only	False	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
10	6	2	medium	0.67	high_only	False	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
10	6	2	medium	0.67	high_only	False	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
10	6	2	medium	0.67	high_only	False	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
10	6	2	medium	0.67	high_only	False	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
10	6	2	medium	0.67	high_only	False	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
10	6	2	medium	0.67	high_only	False	False	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
10	6	2	medium	0.67	high_only	False	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
10	6	2	medium	0.67	high_only	False	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
10	6	2	medium	0.67	high_only	False	False	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
11	6	2	medium	0.67	high_only	True	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
11	6	2	medium	0.67	high_only	True	False	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
11	6	2	medium	0.67	high_only	True	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
11	6	2	medium	0.67	high_only	True	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
11	6	2	medium	0.67	high_only	True	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
11	6	2	medium	0.67	high_only	True	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
11	6	2	medium	0.67	high_only	True	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
11	6	2	medium	0.67	high_only	True	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
11	6	2	medium	0.67	high_only	True	False	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
11	6	2	medium	0.67	high_only	True	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
11	6	2	medium	0.67	high_only	True	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
11	6	2	medium	0.67	high_only	True	False	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
12	6	2	medium	0.67	high_only	True	True	AUS	Australia	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	biologically interesting but uncertain
12	6	2	medium	0.67	high_only	True	True	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
12	6	2	medium	0.67	high_only	True	True	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
12	6	2	medium	0.67	high_only	True	True	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
12	6	2	medium	0.67	high_only	True	True	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
12	6	2	medium	0.67	high_only	True	True	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
12	6	2	medium	0.67	high_only	True	True	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
12	6	2	medium	0.67	high_only	True	True	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
12	6	2	medium	0.67	high_only	True	True	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
12	6	2	medium	0.67	high_only	True	True	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
12	6	2	medium	0.67	high_only	True	True	NZL	New Zealand	recurrent_architecture	0	2	True	False	stage1_only	True	False	upward	compatible but bounded
12	6	2	medium	0.67	high_only	True	True	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
13	6	2	strict	0.5	high_or_medium	False	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
13	6	2	strict	0.5	high_or_medium	False	False	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
13	6	2	strict	0.5	high_or_medium	False	False	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
13	6	2	strict	0.5	high_or_medium	False	False	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
13	6	2	strict	0.5	high_or_medium	False	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
13	6	2	strict	0.5	high_or_medium	False	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
13	6	2	strict	0.5	high_or_medium	False	False	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
13	6	2	strict	0.5	high_or_medium	False	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
13	6	2	strict	0.5	high_or_medium	False	False	JPN	Japan	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	compatible but bounded
13	6	2	strict	0.5	high_or_medium	False	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
13	6	2	strict	0.5	high_or_medium	False	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
13	6	2	strict	0.5	high_or_medium	False	False	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
14	6	2	strict	0.5	high_or_medium	True	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
14	6	2	strict	0.5	high_or_medium	True	False	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
14	6	2	strict	0.5	high_or_medium	True	False	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
14	6	2	strict	0.5	high_or_medium	True	False	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
14	6	2	strict	0.5	high_or_medium	True	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
14	6	2	strict	0.5	high_or_medium	True	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
14	6	2	strict	0.5	high_or_medium	True	False	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
14	6	2	strict	0.5	high_or_medium	True	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
14	6	2	strict	0.5	high_or_medium	True	False	JPN	Japan	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	compatible but bounded
14	6	2	strict	0.5	high_or_medium	True	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
14	6	2	strict	0.5	high_or_medium	True	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
14	6	2	strict	0.5	high_or_medium	True	False	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
15	6	2	strict	0.5	high_or_medium	True	True	AUS	Australia	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	biologically interesting but uncertain
15	6	2	strict	0.5	high_or_medium	True	True	BRA	Brazil	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
15	6	2	strict	0.5	high_or_medium	True	True	CHN	China	recurrent_architecture	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
15	6	2	strict	0.5	high_or_medium	True	True	CZE	Czechia	none	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
15	6	2	strict	0.5	high_or_medium	True	True	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
15	6	2	strict	0.5	high_or_medium	True	True	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
15	6	2	strict	0.5	high_or_medium	True	True	FRA	France	package_level	0	1	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
15	6	2	strict	0.5	high_or_medium	True	True	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
15	6	2	strict	0.5	high_or_medium	True	True	JPN	Japan	recurrent_architecture	0	2	True	False	stage1_only	True	False	downward	compatible but bounded
15	6	2	strict	0.5	high_or_medium	True	True	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
15	6	2	strict	0.5	high_or_medium	True	True	NZL	New Zealand	recurrent_architecture	0	2	True	False	stage1_only	True	False	upward	compatible but bounded
15	6	2	strict	0.5	high_or_medium	True	True	USA	United States	package_level	1	3	True	True	triangulated	True	True	upward	strongly selection-compatible
16	6	2	strict	0.5	high_only	False	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
16	6	2	strict	0.5	high_only	False	False	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
16	6	2	strict	0.5	high_only	False	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
16	6	2	strict	0.5	high_only	False	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
16	6	2	strict	0.5	high_only	False	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
16	6	2	strict	0.5	high_only	False	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
16	6	2	strict	0.5	high_only	False	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
16	6	2	strict	0.5	high_only	False	False	GBR	United Kingdom	none	0	2	True	False	stage1_only	True	False	uncertain_or_single_epoch_only	epidemiologically estimable but not triangulated
16	6	2	strict	0.5	high_only	False	False	JPN	Japan	recurrent_architecture	0	1	False	False	fails_stage1	False	False	downward	compatible but bounded
16	6	2	strict	0.5	high_only	False	False	NLD	Netherlands (Kingdom of the)	none	0	0	False	False	fails_stage1	False	False		
16	6	2	strict	0.5	high_only	False	False	NZL	New Zealand	recurrent_architecture	0	2	True	True	triangulated	True	True	upward	compatible but bounded
16	6	2	strict	0.5	high_only	False	False	USA	United States	package_level	1	2	True	True	triangulated	True	True	upward	strongly selection-compatible
17	6	2	strict	0.5	high_only	True	False	AUS	Australia	recurrent_architecture	0	2	True	True	triangulated	True	True	downward	biologically interesting but uncertain
17	6	2	strict	0.5	high_only	True	False	BRA	Brazil	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
17	6	2	strict	0.5	high_only	True	False	CHN	China	recurrent_architecture	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
17	6	2	strict	0.5	high_only	True	False	CZE	Czechia	none	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
17	6	2	strict	0.5	high_only	True	False	ESP	Spain	none	0	0	False	False	fails_stage1	False	False		
17	6	2	strict	0.5	high_only	True	False	FIN	Finland	none	0	0	False	False	fails_stage1	False	False		
17	6	2	strict	0.5	high_only	True	False	FRA	France	package_level	0	0	False	False	fails_stage1	False	False	uncertain_or_single_epoch_only	context only
