row_type	sample_id_canonical	country_iso3	country_program_target	epoch_id	epoch_label	base_block_id	base_block_level	subblock_id	subblock_level	base_block_size	subblock_size	dominant_block_flag	bioproject_accession	study_accession	year	month	week_key	collection_date_raw	prn_interpretable	prn_disrupted	prn_event_id	comparison_id	country_name	epoch_slot	block_id	block_level	block_total_samples	block_interpretable_samples	block_disrupted_samples	block_total_share	block_interpretable_share	block_disrupted_share	block_is_dominant
sample_block_assignment	SAMD00892045	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892046	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892047	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-07	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892048	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20.0	4.0	True		PRJDB20413	2025	1	2025-W05	2025-01-30	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892049	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-06	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892050	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20.0	4.0	True		PRJDB20413	2025	1	2025-W05	2025-01-28	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892051	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W05	base_block_plus_week_key	20.0	4.0	True		PRJDB20413	2025	1	2025-W05	2025-01-29	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892052	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD00892053	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB20413	bioproject_accession	PRJDB20413::week=2025-W06	base_block_plus_week_key	20.0	6.0	True		PRJDB20413	2025	2	2025-W06	2025-02-03	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMD01593369	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W37	base_block_plus_week_key	8.0	1.0	False	PRJDB35593	PRJDB35593	2024	9	2024-W37	2024-09-12	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593370	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W38	base_block_plus_week_key	8.0	1.0	False	PRJDB35593	PRJDB35593	2024	9	2024-W38	2024-09-18	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593371	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W46	base_block_plus_week_key	8.0	1.0	False		PRJDB35593	2024	11	2024-W46	2024-11-13	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593372	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8.0	3.0	False		PRJDB35593	2024	12	2024-W50	2024-12-12	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593373	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8.0	3.0	False		PRJDB35593	2024	12	2024-W50	2024-12-12	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593374	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2024-W50	base_block_plus_week_key	8.0	3.0	False	PRJDB35593	PRJDB35593	2024	12	2024-W50	2024-12-11	True	True	prn_evt_coding_disrupted_is481__is481__gap1043												
sample_block_assignment	SAMD01593375	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2025-W04	base_block_plus_week_key	8.0	1.0	False		PRJDB35593	2025	1	2025-W04	2025-01-21	True	False	prn_evt_intact												
sample_block_assignment	SAMD01593376	JPN	jpn_ap_without_prn	jpn_ap_without_prn	Post-switch acellular era without PRN	PRJDB35593	bioproject_accession	PRJDB35593::week=2025-W03	base_block_plus_week_key	8.0	1.0	False	PRJDB35593	PRJDB35593	2025	1	2025-W03	2025-01-16	True	True	prn_evt_coding_disrupted_is481__is481__gap1043												
sample_block_assignment	SAMEA1062145	CZE				singleton:SAMEA1062145	sample_id_canonical_singleton	singleton:SAMEA1062145::month=65	base_block_plus_month	1.0	1.0	False			1954	65		1954-65	True	False	prn_evt_intact												
sample_block_assignment	SAMEA1062146	CZE				singleton:SAMEA1062146	sample_id_canonical_singleton	singleton:SAMEA1062146::month=65	base_block_plus_month	1.0	1.0	False			1954	65		1954-65	True	False	prn_evt_intact												
sample_block_assignment	SAMEA1062147	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3.0	3.0	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact												
sample_block_assignment	SAMEA1062148	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3.0	3.0	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact												
sample_block_assignment	SAMEA1062149	CZE				PRJEB25820	bioproject_accession	PRJEB25820::month=65	base_block_plus_month	3.0	3.0	True	PRJEB25820		1954	65		1954-65	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117615782	FRA	fra_ap_mixed			PRJEB85093	bioproject_accession	PRJEB85093::year=2024	base_block_plus_year	2.0	2.0	False	PRJEB85093		2024			2024	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117615783	FRA	fra_ap_mixed			PRJEB85093	bioproject_accession	PRJEB85093::year=2024	base_block_plus_year	2.0	2.0	False	PRJEB85093		2024			2024	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117615784	FRA	fra_ap_mixed			singleton:SAMEA117615784	sample_id_canonical_singleton	singleton:SAMEA117615784::year=2024	base_block_plus_year	1.0	1.0	False			2024			2024	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117615785	FRA	fra_ap_mixed			singleton:SAMEA117615785	sample_id_canonical_singleton	singleton:SAMEA117615785::year=2024	base_block_plus_year	1.0	1.0	False			2024			2024	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117615786	FRA	fra_ap_mixed			singleton:SAMEA117615786	sample_id_canonical_singleton	singleton:SAMEA117615786::year=2024	base_block_plus_year	1.0	1.0	False			2024			2024	True	False	prn_evt_intact												
sample_block_assignment	SAMEA117660713					PRJEB85433	bioproject_accession	PRJEB85433	base_block_only	1.0	1.0	False	PRJEB85433	PRJEB85433				not provided	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1705933					singleton:SAMEA1705933	sample_id_canonical_singleton	singleton:SAMEA1705933	base_block_only	1.0	1.0	False							True	False	prn_evt_intact												
sample_block_assignment	SAMEA1931276	TWN				PRJEB2274	bioproject_accession	PRJEB2274::year=1992	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1992			1992	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931344	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1950	base_block_plus_year	270.0	3.0	True	PRJEB2274	PRJEB2274	1950			1950	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931345	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270.0	10.0	False		PRJEB2274	2005			2005	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931346	AUS	aus_ap_with_prn	aus_ap_with_prn	All-dose acellular era with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270.0	15.0	True	PRJEB2274	PRJEB2274	2002			2002	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931347	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270.0	20.0	True	PRJEB2274	PRJEB2274	2004			2004	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931348	POL				PRJEB2274	bioproject_accession	PRJEB2274::year=1963	base_block_plus_year	270.0	1.0	False	PRJEB2274	PRJEB2274	1963			1963	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931350	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1965	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1965			1965	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931351	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2000	base_block_plus_year	270.0	19.0	True	PRJEB2274	PRJEB2274	2000			2000	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931352	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931450	USA	usa_wp_only	usa_wp_only	Whole-cell routine vaccination era	PRJEB2274	bioproject_accession	PRJEB2274::year=1993	base_block_plus_year	270.0	4.0	True	PRJEB2274	PRJEB2274	1993			1993	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931507	AUS	aus_wp_only	aus_wp_only	Whole-cell era	PRJEB2274	bioproject_accession	PRJEB2274::year=1978	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1978			1978	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931536	CHN	chn_wp_only			PRJEB2274	bioproject_accession	PRJEB2274::year=1957	base_block_plus_year	270.0	2.0	False	PRJEB2274	PRJEB2274	1957			1957	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931537	USA	usa_wp_only	usa_wp_only	Whole-cell routine vaccination era	PRJEB2274	bioproject_accession	PRJEB2274::year=1986	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1986			1986	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931573	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2003	base_block_plus_year	270.0	13.0	False		PRJEB2274	2003			2003	True	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931718	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1950	base_block_plus_year	270.0	3.0	True	PRJEB2274	PRJEB2274	1950			1950	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931720	RUS				PRJEB2274	bioproject_accession	PRJEB2274::year=2001	base_block_plus_year	270.0	18.0	True	PRJEB2274	PRJEB2274	2001			2001	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931721	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931747	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1988	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1988			1988	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931748	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931798	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2001	base_block_plus_year	270.0	18.0	True	PRJEB2274	PRJEB2274	2001			2001	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931799	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270.0	10.0	False		PRJEB2274	2005			2005	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931800	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2003	base_block_plus_year	270.0	13.0	False		PRJEB2274	2003			2003	True	True	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931801	AUS	aus_transition_mixed	aus_transition_mixed	Booster-only acellular transition period	PRJEB2274	bioproject_accession	PRJEB2274::year=1998	base_block_plus_year	270.0	11.0	True	PRJEB2274	PRJEB2274	1998			1998	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931802	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270.0	15.0	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931804	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931806	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931867	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1977	base_block_plus_year	270.0	8.0	True	PRJEB2274	PRJEB2274	1977			1977	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931868	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931870	RUS				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270.0	15.0	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1931871	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1932947	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270.0	20.0	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1933004	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1949	base_block_plus_year	270.0	2.0	True	PRJEB2274	PRJEB2274	1949			1949	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1933007	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True	PRJEB2274	PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1933033	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1933040	POL				PRJEB2274	bioproject_accession	PRJEB2274::year=1968	base_block_plus_year	270.0	2.0	False	PRJEB2274	PRJEB2274	1968			1968	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1970817	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1986110	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270.0	20.0	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1986111	ARG				PRJEB2274	bioproject_accession	PRJEB2274::year=2005	base_block_plus_year	270.0	10.0	True	PRJEB2274	PRJEB2274	2005			2005	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA1986112	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015291	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1999	base_block_plus_year	270.0	14.0	True	PRJEB2274	PRJEB2274	1999			1999	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015292	USA	usa_ap_prn_background	usa_ap_prn_background	Sustained acellular background with PRN exposure	PRJEB2274	bioproject_accession	PRJEB2274::year=2004	base_block_plus_year	270.0	20.0	False		PRJEB2274	2004			2004	True	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015293	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2006	base_block_plus_year	270.0	11.0	True	PRJEB2274	PRJEB2274	2006			2006	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015294	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270.0	15.0	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015295	HKG				PRJEB2274	bioproject_accession	PRJEB2274::year=2002	base_block_plus_year	270.0	15.0	True	PRJEB2274	PRJEB2274	2002			2002	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2015299	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=2000	base_block_plus_year	270.0	19.0	True	PRJEB2274	PRJEB2274	2000			2000	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2031986	KEN				PRJEB2274	bioproject_accession	PRJEB2274::year=1975	base_block_plus_year	270.0	12.0	True		PRJEB2274	1975			1975	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2035349	NLD				PRJEB2274	bioproject_accession	PRJEB2274::year=1982	base_block_plus_year	270.0	5.0	True	PRJEB2274	PRJEB2274	1982			1982	False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA2272749					singleton:SAMEA2272749	sample_id_canonical_singleton	singleton:SAMEA2272749	base_block_only	1.0	1.0	False							True	False	prn_evt_intact												
sample_block_assignment	SAMEA3178014	GBR	gbr_wp_only			PRJEB6403	bioproject_accession	PRJEB6403::year=1964	base_block_plus_year	10.0	1.0	False	PRJEB6403	PRJEB6403	1964			1964	True	False	prn_evt_intact												
sample_block_assignment	SAMEA3178015					PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10.0	4.0	False	PRJEB6403	PRJEB6403					True	False	prn_evt_intact												
sample_block_assignment	SAMEA3354379					PRJEB9143	bioproject_accession	PRJEB9143	base_block_only	1.0	1.0	False	PRJEB9143	PRJEB9132					True	False	prn_evt_intact												
sample_block_assignment	SAMEA3643328	GBR	gbr_ap_prn_positive			PRJEB6403	bioproject_accession	PRJEB6403::year=2012	base_block_plus_year	10.0	3.0	False	PRJEB6403	PRJEB6403	2012			2012	True	False	prn_evt_intact												
sample_block_assignment	SAMEA3672884	GBR	gbr_ap_prn_positive			PRJEB6403	bioproject_accession	PRJEB6403::year=2012	base_block_plus_year	10.0	3.0	False	PRJEB6403	PRJEB6403	2012			2012	True	False	prn_evt_intact												
sample_block_assignment	SAMEA3871515					PRJEB12734	bioproject_accession	PRJEB12734	base_block_only	1.0	1.0	False	PRJEB12734	PRJEB12734					False	False	prn_evt_insufficient__not_available_current_step3												
sample_block_assignment	SAMEA3905388					PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10.0	4.0	False		PRJEB6403					True	False	prn_evt_intact												
sample_block_assignment	SAMEA3923583	GBR	gbr_wp_only			PRJEB6403	bioproject_accession	PRJEB6403::year=1950	base_block_plus_year	10.0	1.0	False	PRJEB6403	PRJEB6403	1950			1950	True	False	prn_evt_intact												
sample_block_assignment	SAMEA3923584	DNK				PRJEB6403	bioproject_accession	PRJEB6403	base_block_only	10.0	4.0	False	PRJEB6403	PRJEB6403				1952/1973	True	False	prn_evt_intact												
